Message,CM,AOPV,CDACT,TI,TTBF,Response
white putting year ragheads whinningi hope white egalitarian ie nothing except deport lisel,3.333333333,1.0,3.166666667,3.5,1.333333333,"CM Hate Score: 3.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.166666667
TI Hate Score: 3.5
TTBF Hate Score: 1.333333333
"
white one built country founding father intended country white christian nation nonwhite invasion everything fine freeloader dont want contribute pilage destroy thats feel country rightfully belongs u white,2.166666667,1.0,4.5,4.333333333,1.5,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.5
TI Hate Score: 4.333333333
TTBF Hate Score: 1.5
"
figure going tune negro much sucking guess dont care busy breeding stealing raping watch still hate,1.5,1.333333333,4.0,1.5,2.166666667,"CM Hate Score: 1.5
AOPV Hate Score: 1.333333333
CDACT Hate Score: 4.0
TI Hate Score: 1.5
TTBF Hate Score: 2.166666667
"
ever put video jewtube must confused there madison wisconsin liberal fag live there madiscon wisconsin want destroy child send university wisconsin madison brainwash kid,1.666666667,1.166666667,4.0,2.833333333,1.333333333,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 4.0
TI Hate Score: 2.833333333
TTBF Hate Score: 1.333333333
"
white woman would go room beyond belief must influence drinking drug biggest downfall white race deserved got maybe shell pretty little niglet half breed remind disgrace white race ought take life mud baby produced would better living shame shaming family,1.0,3.666666667,4.0,1.666666667,2.333333333,"CM Hate Score: 1.0
AOPV Hate Score: 3.666666667
CDACT Hate Score: 4.0
TI Hate Score: 1.666666667
TTBF Hate Score: 2.333333333
"
arent greek soldier mowing negro invader heavy machine gun fire,2.5,5.833333333,3.0,2.333333333,1.166666667,"CM Hate Score: 2.5
AOPV Hate Score: 5.833333333
CDACT Hate Score: 3.0
TI Hate Score: 2.333333333
TTBF Hate Score: 1.166666667
"
get feeling whole joe biden bernie sander thing hoax come convention betting see brokered convention put forward bright shining new hope communist uh pardon democratic party god seriously hope stupid enough try run hildebeast let see black gone fake squaw gone faggot gone left super jew bloomberg nah honest god see truly viable candidate anywhere,1.666666667,1.833333333,4.0,1.333333333,1.666666667,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.833333333
CDACT Hate Score: 4.0
TI Hate Score: 1.333333333
TTBF Hate Score: 1.666666667
"
send black back africa since seem spend time lamenting leaving brought mostly black jewish arab slaver south africa since boer found mostly uninhabitated built nothing deserve back rhodesia secondly give anything hispanic since conquers conquered indian since live amercia would say white amercians post know much land also land always white britain etc,3.5,1.0,4.666666667,3.5,1.666666667,"CM Hate Score: 3.5
AOPV Hate Score: 1.0
CDACT Hate Score: 4.666666667
TI Hate Score: 3.5
TTBF Hate Score: 1.666666667
"
virus start taking fag hiv hear even though take expensive drug cocktail prevent aid immune system weaker lot black male gay low,1.333333333,1.166666667,4.333333333,1.5,1.5,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.166666667
CDACT Hate Score: 4.333333333
TI Hate Score: 1.5
TTBF Hate Score: 1.5
"
fag doubt even snake plissken would want get sent,1.166666667,1.166666667,3.0,1.5,1.833333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.0
TI Hate Score: 1.5
TTBF Hate Score: 1.833333333
"
amount destruction rape murder robbery etc black causing innocent white people homeland north american europe australia relentless nonstop mass immigration invasion country dont sympathy,1.666666667,1.166666667,4.333333333,3.5,2.0,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 4.333333333
TI Hate Score: 3.5
TTBF Hate Score: 2.0
"
within ten fifteen year mexican majority border state mean elect senator word mexico foreign government eight senator washington dc mention dozen guttersnipe known representative lower house congress happen friend certainty border sealed tomorrow mestizo birth rate alone guarantee voting majority border state within twenty year border sealed tomorrow ever mestizo gain majority border state border protection whatsoever million swarm northward state fall like domino certain sun coming east meanwhile negro gained political control nearly city eastern u northwest coast chinese pakis arriving shipload ten thousand every year fed somehow lose track visa never leave understand part western canada putting road sign punjabi muslim enclave city demanding sharia much proud white board elsewhere want deny already lost vast stretch national territory nearly every major city alien race without shot fired say aztlan mestizo horde youll never get inch laughable theyve already got far get much know know,2.166666667,1.166666667,5.166666667,5.333333333,1.0,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 5.166666667
TI Hate Score: 5.333333333
TTBF Hate Score: 1.0
"
would fagmentation bomb,1.5,1.833333333,3.333333333,1.833333333,2.333333333,"CM Hate Score: 1.5
AOPV Hate Score: 1.833333333
CDACT Hate Score: 3.333333333
TI Hate Score: 1.833333333
TTBF Hate Score: 2.333333333
"
wow perhaps theyll stop letting dang illegals round world calimexica,2.333333333,1.833333333,3.0,2.0,1.166666667,"CM Hate Score: 2.333333333
AOPV Hate Score: 1.833333333
CDACT Hate Score: 3.0
TI Hate Score: 2.0
TTBF Hate Score: 1.166666667
"
ya know im kinda new movement although always held belief today jew faggot ideal theory post might popular opinion im ever wrong opinion please tell feel one thing really kinda get fact many white people sit ass watch world go seeing thing happen complaining time damned thing change stop happening first place lot time speak usually end putting foot mouth getting laughed picture believe white need start press issue without ever mentioning white power movement soon thats heard disregarded racist view politically incorrect main thing need get ass something stop preaching already believe stop madness ya know get sick tired hearing friend family watch news say believe whats world coming time never wrote congressman senator feel want never got ass rallied thing never anything whine already said done sit talk want america need whining amongst taking u nowhere extinction see right minority every day little half breed bastard infesting school white trash loving whore welfare protest white man woman faggot infesting world people accepting norm sit read good people say wonder going start something going stop preaching already believe ive seen people post movement battle secretly done hell good gonna isnt made public really dont see way win war dont grow ball start taking action people dont see anything extinction white race unless start telling white grow ball start speaking mind let anyone push opinion aside forbid faggot little rally preach child alright screw anyone want stop sitting lazy white as whine jew faggot taking world make movement move still number people united state need use number late dont believe starting violence go speak mind jewfaggotdyke get face try stop theyll get one warning usually provoke making first strike point self defense thanks letting vent,4.333333333,2.5,4.833333333,4.5,1.166666667,"CM Hate Score: 4.333333333
AOPV Hate Score: 2.5
CDACT Hate Score: 4.833333333
TI Hate Score: 4.5
TTBF Hate Score: 1.166666667
"
yeah know kingwoodi went high school aroung moved woodland say still nice area compard plano live plano used like woodland kingwoodbut mexican pouring like antsneedless say drive bys kind crimepeoples car stolen drive way stuff like ohh mud go area destroy go follow white ever gothey wont leave u alone,2.333333333,1.5,4.333333333,4.5,1.0,"CM Hate Score: 2.333333333
AOPV Hate Score: 1.5
CDACT Hate Score: 4.333333333
TI Hate Score: 4.5
TTBF Hate Score: 1.0
"
yeah send back havent got real excuse invading country valid excuse invade anyway country therefore third world scum like dont belong surely even bleeding heart recognise need go home ops sorry bleeding heart mulitculturalists wishing mogrelise country anyway say bye bye towelheads dont come back,3.666666667,1.0,3.333333333,3.666666667,1.5,"CM Hate Score: 3.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 3.666666667
TTBF Hate Score: 1.5
"
yeah faggot raising white child make thing better lot,1.5,1.0,3.0,1.5,2.166666667,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.5
TTBF Hate Score: 2.166666667
"
yeah wed rather feral nigs running looting burning raping killing,1.5,1.166666667,3.333333333,1.0,3.0,"CM Hate Score: 1.5
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.333333333
TI Hate Score: 1.0
TTBF Hate Score: 3.0
"
yeah also would leave muddindu anything another follower fag,1.0,1.166666667,3.0,1.0,1.5,"CM Hate Score: 1.0
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.5
"
yeah kid mine thats faggot race mixer going find somewhere else live tired white race constantly enables terrible behavior youre supposed love arent naturally like either generation ago faggot ostracized european society kid get hold entirely wrong crowd choose perversion family,1.5,1.0,4.166666667,2.5,1.0,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 4.166666667
TI Hate Score: 2.5
TTBF Hate Score: 1.0
"
yeah well hewitt number world stick negro,1.0,1.0,3.166666667,1.0,1.333333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.166666667
TI Hate Score: 1.0
TTBF Hate Score: 1.333333333
"
yeah left queer,1.0,1.0,2.666666667,1.0,1.0,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 2.666666667
TI Hate Score: 1.0
TTBF Hate Score: 1.0
"
yes original op link state everyone happy town folk gall upset behalf somali etc work local meat packing plant invader dont like white church build,2.0,1.0,3.0,1.833333333,1.166666667,"CM Hate Score: 2.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.833333333
TTBF Hate Score: 1.166666667
"
yes didnt hear anything caused race mixing slow anywayand believe treatment nig platoon diagnosed year ago probably caught bullet,1.0,2.333333333,3.0,1.0,2.5,"CM Hate Score: 1.0
AOPV Hate Score: 2.333333333
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 2.5
"
yes black violent kill kill others kill best keep distance thanks head,1.166666667,1.5,4.0,3.0,1.333333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.5
CDACT Hate Score: 4.0
TI Hate Score: 3.0
TTBF Hate Score: 1.333333333
"
yes jew want white men effeminate weak wimp jew owning gay bar attempt lure white men fun hole lost faggotry men longer suitable proper father husband jew like,1.333333333,1.0,4.666666667,2.833333333,1.333333333,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.666666667
TI Hate Score: 2.833333333
TTBF Hate Score: 1.333333333
"
yes rabbit breed lot expendable food chain defense negro resort violence impulse africa negro child cause die woman menial work,1.0,1.333333333,4.333333333,1.0,1.5,"CM Hate Score: 1.0
AOPV Hate Score: 1.333333333
CDACT Hate Score: 4.333333333
TI Hate Score: 1.0
TTBF Hate Score: 1.5
"
yes thats problem well controlled illegal immigration invaded massive horde south border liberal defending tying hand behind back cant anything stopping invasion south border pressing issue,3.5,1.0,3.333333333,3.166666667,1.0,"CM Hate Score: 3.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 3.166666667
TTBF Hate Score: 1.0
"
white american invader go home like white spanish invader went home usa country indian native american great mexico mexico california arizona nevada colorado texas nuevo mexico country aztec indian america continent indian people white black people go home say go europe go africa america indian,3.5,1.0,4.166666667,4.0,1.0,"CM Hate Score: 3.5
AOPV Hate Score: 1.0
CDACT Hate Score: 4.166666667
TI Hate Score: 4.0
TTBF Hate Score: 1.0
"
indeed correct nativeamericans first people arrive north south american continent rightful claim nativeamerican people defeated battle empire destroyed european invader later confined reservation despite someone el reasoning simply nativeamerican people overpowered mean european aggressor right type conflict examined smaller scale case brutal murder one human another apply someone el reasoning murderer would right able overpower victim,2.0,1.166666667,3.833333333,2.666666667,1.0,"CM Hate Score: 2.0
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.833333333
TI Hate Score: 2.666666667
TTBF Hate Score: 1.0
"
right subhuman animal need stopped,1.666666667,1.0,3.0,1.0,1.0,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.0
"
wrong usual faggot dying thats worried whats dog fight something know btw never going let live corona cuck whole thing blow month two,1.0,1.166666667,3.666666667,1.0,2.333333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.666666667
TI Hate Score: 1.0
TTBF Hate Score: 2.333333333
"
right opinion czechman however lived around arab scum scum arab country say arab bad many black arab bastard better black arab hate america israel considered lower satan nothing israel arab coward face enemy eye eye would rather rape night fight innocent child seen time time give much damn aid arab israel see either israel arab scum coming support usa yet usa bow arab scum oil usa turn right around pay tribute israel time speak softly carry big stick need give aid overseas scum isolation power needed today tom,3.166666667,2.0,5.0,3.666666667,1.166666667,"CM Hate Score: 3.166666667
AOPV Hate Score: 2.0
CDACT Hate Score: 5.0
TI Hate Score: 3.666666667
TTBF Hate Score: 1.166666667
"
