MessageNumber,Message,English,MessageID,CM_1,CM_2,CM_3,CM_4,CM_5,CM_6,AOPV_1,AOPV_2,AOPV_3,AOPV_4,AOPV_5,AOPV_6,CDACT_1,CDACT_2,CDACT_3,CDACT_4,CDACT_5,CDACT_6,TI_1,TI_2,TI_3,TI_4,TI_5,TI_6,TTBF_1,TTBF_2,TTBF_3,TTBF_4,TTBF_5,TTBF_6,MessageNumber2,Hate,Year,CM,AOPV,CDACT,TI,TTBF
442,"Well, Welcome to SF. You made some interesting points in your post. I agree that spics are a threat to our race and and worldview. You just must understand that spics are mostly concentrated in a few states like you stated, California, Texas, Florida, New York, Illinois, New Jersey. Many of our fellow whites do not reside in  places where spics have concentrated so they may not deal with their disgusting culture, habits, guttural language spoken at airplane sound decibels, criminality, corruption, high birth-rate, stupidity, welfare addicted, and white woman lusting that is common to spics on a day to day level. 
Moreover, we have many SF members in different nations where spics do not live, yet they have blacks, jews, muslims, Indians, pakis, gooks en masse. So therefore, they have there hands full with those muds. I understand completely what your saying and yes, you are 100 % right, spics as a recent immigrant group have not only ""Latinized"" America culturally, but also contributed to the stagnated standard of living and wages for many Americans in the middle and working classes. They are usually the poorer types from Mexico, Puerto Rico, Cuba, Honduras, etc. who have little or no allegiance to the US , but have only come here to make money. There geographic proximity, spanish language, mestizo mud race , and stupidity are the reasons why they will never be faithful to the US. They believe in ""La Raza"" , which is basically a view that their mestizo race is better than all the other races. They will do a job for considerably less compensation, work longer hours and do not really care about health benefits. Therefore, American corporations (which are too greedy and corrupted in the first place) love the surplus of cheap, uneducated labor. Keeps costs way down and profit higher for the very top echelon of corporate America ( who by the way are mostly jews and race traitor whites : money to them is more important than race). 
In addition, the countries that export the millions of immigrants on us do so with glee. Think about it : they have less mouths to feed, less poor and stupid masses to worry about, can loosen the unemployment in their own nations (while sending it higher here) and can even dump their jails and mental institutions with human excrement on our own shores. Fidel Castro did this with the Mariel Boatlift of 1980 and South Florida was never the same again. 
But, I would not say that only spics are the problem. Blacks, gooks and Muslims are also problems for our people. I would have to say the biggest threat to our goals are and will always be jews. Why ? Well, it would take me pages to explain, but basically they as a ""chosen people"" have deemed themselves holy and everyone else enemies. Please see  www.DavidDuke.com 
They are parasites and have the most ""power"". Tthe ancient jewish Talmud states numerous times that ""goyim should be killed"" for a variety of reasons. Look, your everyday jew you may encounter may not be aware of it, but as a group the World Jewish Congress, Israeli Government, B nai Birth Zionism groups have lobbyied the Western Governmnets and infiltrated large media outlets, large banks, the UN sponsored World Bank and International Monetary Fund to try and slowly build up control of these important outlets and sway public opinion, world economic conditions and current events that will benefit the very few in charge and in cooperation with these elements. Ever since the end of WW II, jews have tried to ""suck dry"" our nations, resources and pride as a race for payback to perceived jewish persecution ""throughout history"". Yes, you see to the jews, the fact that in their 5000 year history EVERY place where they have gone and have been kicked out , it was ALWAYS the other person's fault. Never the Jew's fault....all the persecution, it was all without merit because jews are ""chosen by God"", so that is why everyone dislikes them. Yea right, like any successful parasite, jews leech of their host from thre inside out and once the host realizes it, it might be too late. Let the jews at the ADL and WJC read all this , the truth will come out one day and your  goals ofjew dominated world will be met with a response and no propaganda, false media, government, or money bull**** will get you out of it......our time will come, I believe it , it has too. 
So Roy, yes as whites we have many enemies and our ONLY allies are each other. So spics, blacks, arabs, jews, gooks, there actions are all hurting us just in different ways. 
 
Visgoth",1,442,2,3,2,2,2,2,1,2,1,1,1,1,5,5,6,5,6,5,5,6,6,5,5,6,2,2,1,1,1,1,442,0.887,2001,2.166666667,1.166666667,5.333333333,5.5,1.333333333
443,What a fag...,1,443,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,443,0.913,2020,1,1.333333333,2.666666667,1,1.166666667
444,What a fag...,1,444,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,444,0.913,2020,1,1,3,1,1.166666667
445,"What can you expect from negroes, they are so entitled,lazy,ignorant and stupid. 
 
Some one should remind them the jungle they came from has trees they used to swing on.",1,445,1,1,1,3,1,2,1,1,1,1,1,1,5,3,5,3,3,3,1,1,1,1,1,1,2,4,4,4,3,4,445,0.903,2020,1.5,1,3.666666667,1,3.5
446,"What did you expect?.....hold on I think I can help you out.....ahem....string up them there ******s,kill the jews too!!!Get those dirty sand ****** towelheads while we're at it.......lol...I'm a skinhead not an idiot.I belive in seperation,and violence when all else fails,and I do mean when you've exhausted EVERY other option.There are times when only a boot can get your point across 
 
  Cheers, 
   Brad",1,446,1,3,1,5,3,1,2,4,6,6,6,6,3,3,3,3,3,3,1,4,4,1,4,1,2,1,1,2,1,2,446,0.889,2001,2.333333333,5,3,2.5,1.5
447,"What do they say, you can lead a horse to a faggot . . .",1,447,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,2,4,4,3,3,3,447,0.911,2020,1,1,3,1,3.166666667
448,"What I read said, of the 93 fags, each had a little over 13 partners each, the 8% would mean on an average, each of them could only remember the name of 1 partner.",1,448,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,5,3,1,1,1,1,1,1,1,4,1,1,1,1,448,0.891,2001,1,1,4.333333333,1,1.5
449,"What in God¡¦s Name this country of ours had come to, it is our given right to say what is on our mind without fear and reprisal from them hebrews, rag heads and ******s.   Our forefathers carved this land out of the wilderness with sweat, blood and guts; these immigrants are here for the harvest.   To hell with that Draft Dodger and his Political Incorrect bull, we are getting soft with these Untermenschen ¡V Subhuman!   We can¡¦t honor our flags and say a prayer in school in fear of violating their colored sensitivity ¡V them darkies are stepping out of line and they definitely need a wiping to remind them of their places.   Lynching is stupid and a sure waste of good property, they buck because they had spirit and you don¡¦t shoot a wild mustang, you break its spirit.   You gentle with these animals boy and they¡¦ll walk all over you.   Your pets will appreciate your kindness but these.... will only know discipline.",1,449,2,3,3,2,2,3,1,4,5,2,5,2,5,3,6,5,3,3,1,1,5,2,1,2,1,2,4,1,1,1,449,0.894,2001,2.5,3.166666667,4.166666667,2,1.666666667
450,"What parts of illegal do they not understand?    
 
 
Democrats are so upside-down, so out of touch with everything, I can't stand those scum. 
 
 
They hate legal firearms but they sure love their illegal aliens",1,450,2,2,1,1,2,2,1,1,1,1,1,1,3,3,5,5,4,3,1,4,1,1,2,1,1,1,2,3,1,2,450,0.902,2020,1.666666667,1,3.833333333,1.666666667,1.666666667
451,What right have these scum got to invade another country?,1,451,1,3,2,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,4,1,1,1,1,1,1,1,451,0.909,2020,2,1,3,1.5,1
452,"What we have here is a difference in race DNA, the nigs have no self critical thinking, whereas whites do. It goes back 1,000s of years where our ancestors had to adapt to cold weather, the nigs don't have this. 
 
All we hear from this lot is they want change, OK, why don't you change? 
 
Nah, never.",1,452,1,1,1,1,1,3,1,1,1,1,1,1,5,4,6,6,4,4,1,1,3,1,3,1,1,2,4,3,1,1,452,0.909,2020,1.333333333,1,4.833333333,1.666666667,2
453,"when ever i search for nazi i always get faggot crap, wtf!?",1,453,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,3,1,1,1,2,1,1,1,1,453,0.902,2001,1.166666667,1,3,1.333333333,1.166666667
454,"When the nigs piss me off, I usually put on some Skrewdriver, Brutal Attack, or Nordic Thunder",1,454,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,454,0.909,2001,1,1,3,1,1.166666667
455,"When the Whites move out because the blacks turn a city into a dung heap, the Latinos move in and kill the blacks.  The Latinos do what the Whites are too cowardly to do and no one cares if they kill them all or how they do it.  Not even the jew controlled press.",1,455,1,3,1,1,1,1,2,6,2,2,2,2,3,3,5,3,4,3,1,1,5,1,4,1,1,1,4,1,1,1,455,0.904,2020,1.333333333,2.666666667,3.5,2.166666667,1.5
456,When will these White idiots realize they cant appease the savage negro ghetto beasts??? The Whites trash that riot with the sub humans are only temporary useful idiots until the ghetto filth deem them no longer useful and devour them.,1,456,1,1,1,1,1,2,1,2,1,1,2,1,5,3,3,3,3,3,1,6,1,1,3,1,2,1,4,1,1,2,456,0.904,2020,1.166666667,1.333333333,3.333333333,2.166666667,1.833333333
457,Where can I get a blm and fag flag to burn?,1,457,1,1,1,1,1,1,1,4,1,1,1,1,3,3,3,1,3,3,1,1,1,1,1,1,2,2,2,2,1,1,457,0.904,2020,1,1.5,2.666666667,1,1.666666667
458,"Where did you get your information from to think we want anything other than members of the white race in this country? I find your comments highly offensive in saying we love blacks and want to be swamped with the third world trash, nothing could be further from the truth. To clear your confused mind the immigration restriction bill (aka The White Australia Policy) was illegally removed from our constitution in 1972 by Gough Whitlam and Al Grasby. You see it was removed illegally because we have never had a referendum on this most important matter because they (Whitlam, Grasby and co) knew straight away that it would never pass and we would still be a white country today. Yes I and a lot of other people feel totally betrayed by this act of cowardice in pulling the wool over the eyes of the Australian populous. So to think we want the third world vermin in this country is totally wrong.  
 
As for the Indonesian dig they might be 180 million in number but they are untermenschen and we would never need the assistance of the Jewnited States of Jewmerica if we had conscription in place. In any case if the scum do invade I'll be waiting for them, you are talking to a bloke from the NT and rifles are a dime a dozen up here. 
 
    :rocket",1,458,2,4,2,2,2,2,1,6,5,2,5,5,5,3,5,3,5,3,6,4,4,4,4,4,1,1,2,1,1,1,458,0.89,2001,2.333333333,4,4,4.333333333,1.166666667
459,Where do these faggots come from. I hate them so much.,1,459,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,459,0.917,2020,1.166666667,1,3,1,1.166666667
460,Where would we ship all the Whites that support nigros?,1,460,1,3,4,3,1,5,1,1,1,1,1,1,3,3,3,3,3,3,1,4,4,1,4,1,1,2,1,1,1,1,460,0.902,2020,2.833333333,1,3,2.5,1.166666667
461,White people are the greatest people on earth hands down. The dirt of society are ******s spicks chinks and sand ******s. No one can compare to us. We are the superior race. God I love white people,1,461,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,4,4,4,1,4,1,1,4,1,1,1,2,1,1,2,461,0.886,2001,1,1,4,2,1.333333333
462,Whites have been putting up for years with the ragheads with no whinning....I hope they do what they did for whites (its only egalitarian) ie. nothing except deport them... Lisel,1,462,1,3,4,3,4,5,1,1,1,1,1,1,3,3,3,4,3,3,4,4,4,1,4,4,1,1,2,2,1,1,462,0.895,2001,3.333333333,1,3.166666667,3.5,1.333333333
463,"Whites were the ones that built this country.  The founding fathers intended this country to be a white christian nation.  Before non-white invasion, everything was fine.  Now you have all these freeloaders that dont want to contribute, only pilage and destroy.  Thats why we feel that this country rightfully belongs to us whites",1,463,2,3,2,2,2,2,1,1,1,1,1,1,6,3,6,6,3,3,4,4,5,5,4,4,1,1,4,1,1,1,463,0.895,2001,2.166666667,1,4.5,4.333333333,1.5
464,"Who did they figure was going to tune in, the negroes??? As much as they have been sucking up to them, guess what?? They don't care. They are busy breeding, stealing, raping to watch, and they still hate you.",1,464,1,3,1,1,1,2,1,2,1,1,1,2,5,5,5,3,3,3,1,4,1,1,1,1,2,1,4,4,1,1,464,0.903,2020,1.5,1.333333333,4,1.5,2.166666667
465,"Who ever put this video on jewtube must be confused, theres a Madison Wisconsin where all the liberal fags live.  But theres no Madiscon Wisconsin.  If you want to destroy your children send them to the university of Wisconsin Madison, they brainwash all the kids there.",1,465,1,3,1,1,2,2,1,2,1,1,1,1,5,3,5,5,3,3,1,4,3,5,3,1,2,1,2,1,1,1,465,0.91,2020,1.666666667,1.166666667,4,2.833333333,1.333333333
466,Why a White woman would go to  ******'s room is beyond belief. She MUST have been under the influence. Drinking and drugs are the biggest downfall of the White race. She deserved what she got. Maybe she'll have a pretty little niglet half breed to remind her to to not do this again. She is a disgrace to the White race. She ought to take her own life before a mud baby is produced. It would be better than living in shame and shaming her family!!!,1,466,1,1,1,1,1,1,5,1,5,5,1,5,5,3,5,5,3,3,1,3,1,3,1,1,1,2,6,2,1,2,466,0.887,2001,1,3.666666667,4,1.666666667,2.333333333
467,Why aren't the Greek soldiers mowing down the negro invaders with heavy machine gun fire?,1,467,1,1,5,5,2,1,6,5,6,6,6,6,3,3,3,3,3,3,1,1,4,1,6,1,2,1,1,1,1,1,467,0.902,2020,2.5,5.833333333,3,2.333333333,1.166666667
468,"Why do I get the feeling that this whole Joe Biden/ Bernie Sanders thing is a hoax? When it comes to the convention I am betting that we will see a brokered convention that puts forward some bright shining new hope for the Communist, uh pardon me Democratic party. God I seriously hope they are not stupid enough to try and run the Hildebeast again. Let's see, the blacks are gone, the fake squaw is gone, the faggot is gone. Who is left? Super Jew Bloomberg? Nah. Honest to God I do not see a truly viable candidate anywhere.",1,468,2,1,2,2,2,1,1,6,1,1,1,1,3,3,3,5,5,5,1,1,1,1,3,1,2,1,2,2,1,2,468,0.904,2020,1.666666667,1.833333333,4,1.333333333,1.666666667
469,"Why not send the blacks back to Africa , since they seem to spend all their time lamenting leaving or being brought from. Mostly by other black , jewish or arab slavers. 
(not South Africa since the Boer found mostly uninhabitated and built it up from nothing. And deserve it back.) or Rhodesia. 
Secondly why give anything to hispanics since they were conquers who were conquered. 
As for the Indians since I do not live in Amercia , I would say that the white Amercians who post here know much more about their land than me. 
ALSO WHAT LANDS THAT ARE AND HAVE ALWAYS BEEN WHITE. 
BRITAIN etc",1,469,2,4,2,5,3,5,1,1,1,1,1,1,6,3,6,5,5,3,4,1,4,4,4,4,1,4,2,1,1,1,469,0.895,2001,3.5,1,4.666666667,3.5,1.666666667
470,Will the virus start taking out some of the fags who are Hiv+? I hear that even though they take the expensive drug cocktails to prevent AIDS their immune systems are weaker. A lot of black males are gay or on the down low.,1,470,1,3,1,1,1,1,1,1,1,2,1,1,5,5,5,3,3,5,1,4,1,1,1,1,2,1,2,2,1,1,470,0.909,2020,1.333333333,1.166666667,4.333333333,1.5,1.5
471,"With all the fags there, I doubt even Snake Plissken would want to get sent there.",1,471,1,1,2,1,1,1,1,2,1,1,1,1,3,3,3,3,3,3,1,1,4,1,1,1,3,2,2,2,1,1,471,0.911,2020,1.166666667,1.166666667,3,1.5,1.833333333
472,"With the amount of destruction, rape, murder, robberies etc blacks are causing to innocent white people and to our homelands in North American, Europe and Australia, and their relentless, nonstop mass immigration invasion into our countries, I dont have any sympathy for any of them",1,472,2,1,2,1,2,2,1,1,1,1,1,2,5,3,5,5,4,4,5,1,5,5,4,1,1,4,4,1,1,1,472,0.905,2020,1.666666667,1.166666667,4.333333333,3.5,2
473,"Within ten or fifteen years, the mexicans will be the majority in all the border states. This means they will elect the senators. In other words, Mexico, a foreign government, will have eight senators in Washington, DC, not to mention dozens of those guttersnipes known as Representatives in the lower house of Congress. 
This will happen, friends. It is a certainty - if the border was sealed off tomorrow the mestizo birth rate alone will guarantee them a voting majority in all the border states within twenty years. 
But the border will not be sealed off, tomorrow or ever. After the mestizos gain the majority in the border states there will be no border protection whatsoever. Then millions more will swarm northward and more states will fall, like dominoes. 
We can be as certain of this as we are of the sun coming up in the east. 
Meanwhile, the negroes have gained political control in nearly all the cities of the eastern U.S. 
On the northwest coast the Chinese and the Pakis are arriving by the shipload, tens of thousand every year. The feds somehow ""lose track"" of their visas; and they never leave. I understand that in some parts of western Canada they are putting up road signs in Punjabi; and the Muslim enclaves in their cities are demanding Sharia. 
As much as the proud Whites on this board and elsewhere want to deny it, we have already lost vast stretches of our national territory and nearly every major city to the alien races, without a shot being fired. 
To say to Aztlan and her mestizo hordes ""you'll never get an inch"" is laughable. They've already got far more than that and they will get more, much more. They know it and we know it.",1,473,2,3,2,2,2,2,1,2,1,1,1,1,6,5,5,5,5,5,6,4,6,5,5,6,1,1,1,1,1,1,473,0.891,2001,2.166666667,1.166666667,5.166666667,5.333333333,1
